,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color
Smim5,86.2820648781821,0.0785525360359205,0.188182051965866,0.417428416872449,0.676365073150261,0.0963569889006934,#BEBEBEB2
Ccdc57,65.2262765715619,-0.255126972587613,0.209042914621441,-1.22045261878226,0.222293340679246,0.0840309100198647,#BEBEBEB2
Msx1,25.811222475564,0.184191672916738,0.361248100333801,0.509875824250815,0.610138460062485,0.0954408435748372,#BEBEBEB2
Fam212b,1022.51382502141,-0.0585964998226366,0.0833682978300507,-0.702863094819181,0.482141072201164,0.0935493085783165,#BEBEBEB2
Mypop,321.28964327724,-0.0129996258024185,0.11973271941054,-0.108572041680982,0.913541937140009,0.0994097167573163,#BEBEBEB2
Bdnf,836.611676790561,0.827165338673257,0.242917434799437,3.4051295632864,0.000661326692647588,0.0112543631802348,#FF0000B2
Zdhhc22,285.69180106199,-0.398278756400618,0.127407428037519,-3.12602461673846,0.0017718671916501,0.015648688101108,#00FF00B2
Zbtb8b,27.1271127601267,0.0515489581778807,0.343189429047503,0.150205553594559,0.880602444471885,0.0988008158207801,#BEBEBEB2
Fitm2,1703.90166242144,-0.0471780986848115,0.05153017003521,-0.915543237147775,0.359906514861612,0.0902069256074235,#BEBEBEB2
8430408G22Rik,35.3365567443646,0.406813767609406,0.330418474512948,1.23120769263604,0.218245195020344,0.0839813029476803,#BEBEBEB2
Nrip1,1060.99633060519,-0.00775419427134675,0.0838032105990535,-0.0925286061944068,0.926278064248556,0.0994724126897204,#BEBEBEB2
Tyw5,127.049468499455,-0.0368749742216037,0.149304202672786,-0.246978809447304,0.804924623760313,0.0979351221095725,#BEBEBEB2
Mmgt2,271.669295647489,-0.120104607321406,0.132066081330951,-0.909428114403049,0.363124187045911,0.0903184844813971,#BEBEBEB2
Tmem136,128.040446111328,-0.168599477793506,0.171675548476889,-0.982082068700671,0.326059418576536,0.0887051272938104,#BEBEBEB2
Phldb1,2876.19099354587,-0.0290537925833615,0.0538462680053812,-0.539569289750183,0.589494100262499,0.0952236071226918,#BEBEBEB2
Nhlh2,37.7883043361214,-0.572623003014554,0.313223452023328,-1.82816133120168,0.067525342546279,0.0652212683580445,#BEBEBEB2
Tob2,213.455116190585,0.175421201866091,0.124646833589621,1.40734583313713,0.159324864742245,0.0783276132914852,#BEBEBEB2
Thnsl1,360.869343617886,0.0922328237464934,0.0980551160325546,0.940622248775595,0.346898476127563,0.0895769008576295,#BEBEBEB2
Tmem252,38.9822599157836,0.576270224364564,0.4037025804493,1.42746232566362,0.153446677038963,0.0781858510454178,#BEBEBEB2
Mlec,8048.32630321189,0.105581270715769,0.0810693815075992,1.30235692874839,0.192794399095565,0.081514224639784,#BEBEBEB2
E130311K13Rik,121.401296680546,-0.0653314367684593,0.161787272368433,-0.403810731289678,0.686351904544222,0.0964047437258928,#BEBEBEB2
Igf2,2468.64702117515,0.441012123760218,0.379490895379318,1.16211516305129,0.245188689005286,0.0853605631209793,#BEBEBEB2
Gm5763,34.4302411902975,0.00183411112667361,0.349435572056939,0.00524878195965336,0.995812097140634,0.0999432745036752,#BEBEBEB2
Gm9828,21.1696888203469,0.304596032246974,0.415380649716314,0.733293745038435,0.463379289210441,0.0930859013999839,#BEBEBEB2
Myof,177.639248310672,0.531920189319868,0.21088500165599,2.52232347081549,0.0116582448569315,0.0362292630934425,#FF0000B2
Nog,119.583370848146,-0.270871327993884,0.17597576869114,-1.53925355751279,0.123742407167772,0.0745611842424156,#BEBEBEB2
Rtbdn,51.0055389284901,-0.196659938139588,0.264669340790965,-0.743040117725271,0.457457392307233,0.0930859013999839,#BEBEBEB2
A730049H05Rik,33.5118998924641,0.149901699445148,0.370115124941935,0.405013708825505,0.685467434171121,0.0964047437258928,#BEBEBEB2
Ctxn1,575.680629702083,-0.130728287627499,0.0973130028345267,-1.34337944385287,0.179149139585029,0.0807797631885448,#BEBEBEB2
Exd1,95.1899458373799,0.0369219627712693,0.195305365829325,0.189047354712901,0.85005570220497,0.098313647645183,#BEBEBEB2
Lemd3,658.877205764076,-0.108570178288388,0.0977069235056328,-1.11118203698359,0.266490001581713,0.086654146033053,#BEBEBEB2
Rhno1,151.097211849958,-0.155550729358345,0.167410554760181,-0.92915724209369,0.352807602735432,0.089852316900769,#BEBEBEB2
Tpcn2,130.866885600317,-0.0822011819042088,0.15137400011535,-0.543033690340282,0.587106606286942,0.0952236071226918,#BEBEBEB2
Mex3d,563.49556308323,-0.0327493103311041,0.0880338693466979,-0.372008075688798,0.709886836653494,0.0967381537651258,#BEBEBEB2
Ccdc6,1315.66712214104,-0.0191134767896311,0.070239595853991,-0.272118262601665,0.785531087692652,0.097703974274148,#BEBEBEB2
Lurap1l,470.816065677973,0.0548003969262363,0.083783276935893,0.654073210435144,0.513064640020963,0.0940796170069149,#BEBEBEB2
Tprn,266.745278477695,0.167910798057491,0.126861656213298,1.32357406539904,0.185644543114225,0.081155458283611,#BEBEBEB2
Tbc1d12,406.678463304348,-0.110646394287064,0.0878314494481809,-1.25975826406399,0.207756579907717,0.0830503442332441,#BEBEBEB2
Zfp454,79.0928390536282,-0.34314104061763,0.222710827555414,-1.5407470053617,0.123378371788123,0.0744803135435484,#BEBEBEB2
Ggnbp1,68.2221425253011,-0.125511232991631,0.238909394885594,-0.525350763421145,0.599339374402753,0.0953580736267088,#BEBEBEB2
Klhl11,383.374158236208,-0.000423665103990946,0.140578363247615,-0.00301372909887065,0.997595395721564,0.0999432745036752,#BEBEBEB2
E130114P18Rik,43.6892413952756,-0.0555742968765898,0.279525026214536,-0.198816891743842,0.842405982066057,0.09824511719106,#BEBEBEB2
Mcat,231.319348342126,0.158506000987027,0.119129831215911,1.33053156685625,0.18334319285972,0.0810863025471419,#BEBEBEB2
Foxo3,2148.79900281859,-0.0364737275867988,0.0708357074462933,-0.514905954944442,0.606618739416173,0.095374490430184,#BEBEBEB2
Rpl29,2929.01469527618,-0.0215189713186937,0.0546239747208781,-0.393947372534735,0.693619894327528,0.0964047437258928,#BEBEBEB2
Tmem53,125.449407143083,-0.134898329251787,0.155994650993201,-0.86476253123363,0.387169140326323,0.0908265911089854,#BEBEBEB2
Pthlh,82.1274746586811,-0.141579158152677,0.21448862720096,-0.660077692697561,0.509203973072049,0.0939356148543675,#BEBEBEB2
P2ry6,51.4141176992893,0.120682096017984,0.30109274827416,0.400813691826603,0.688557297560433,0.0964047437258928,#BEBEBEB2
Insc,433.247944212848,0.143598306871509,0.100537086821093,1.42831179430376,0.153202134573841,0.0781858510454178,#BEBEBEB2
Dcun1d3,521.540596584911,0.029815649765071,0.0770465947706146,0.386982057465862,0.698769491174505,0.0964514917610521,#BEBEBEB2
Ccdc37,911.04461117527,-0.141046331246795,0.137964223849935,-1.02233990313469,0.30662005340651,0.0880603094115329,#BEBEBEB2
Cyb561d1,557.943726454537,-0.017242123031464,0.0952588622122293,-0.181002823580339,0.856365359726498,0.098366969429495,#BEBEBEB2
Cep120,3046.96359943114,-0.0162359551880557,0.0626858318622054,-0.25900518036907,0.795631243493845,0.0977829336037683,#BEBEBEB2
Slc35e4,642.9619222028,-0.0441896094700119,0.0845862616024204,-0.522420646484126,0.601377483784242,0.0953580736267088,#BEBEBEB2
Lonrf2,2819.44338187965,-0.124839787929383,0.0563452521038242,-2.21562213794603,0.0267173914113221,0.0478727552139764,#00FF00B2
Dact2,65.3919393193481,-0.258806773678038,0.243212931207886,-1.06411600893385,0.287276149489263,0.0874895382407173,#BEBEBEB2
Pkd1l3,60.5530428887858,0.149852368069715,0.278515095678962,0.538040380556056,0.590549170973326,0.0952236071226918,#BEBEBEB2
Vps37c,1118.34524198333,-0.0473972857172534,0.0639983538609476,-0.74060163828957,0.458935014384911,0.0930859013999839,#BEBEBEB2
Slc39a9,1182.02344605267,-0.00263635564840703,0.0536539522385995,-0.0491362805238119,0.960810690637616,0.0998231696586013,#BEBEBEB2
Vstm2a,589.320098826383,-0.0275847344968694,0.0869799754979368,-0.317138908570097,0.751138202734621,0.0974072647769426,#BEBEBEB2
Slc25a47,38.1521838122433,0.416314432878911,0.294273724167031,1.41471833429005,0.15715109658593,0.0781858510454178,#BEBEBEB2
Phf3,1315.8304760443,-0.0758969608714593,0.0571652680960559,-1.32767611172449,0.184285128476642,0.0810863025471419,#BEBEBEB2
Hexim1,1367.86207028109,-0.0468415833041845,0.0599881882160624,-0.780846774959645,0.434892619534743,0.0923112655614778,#BEBEBEB2
Cdk5r1,1386.07580985816,-0.160587144576983,0.0737548617933379,-2.17730927388829,0.0294574997083479,0.048495586960984,#00FF00B2
Zfp710,521.569484514248,0.0261947495567773,0.0831057818066909,0.315197679238586,0.752611567526906,0.0974072647769426,#BEBEBEB2
Rimkla,3024.28883299667,-0.104433672260335,0.0450688234679115,-2.31720431607651,0.0204926045326223,0.0446282969424429,#00FF00B2
Rnf24,727.120299812207,-0.104272374608515,0.0958780397004442,-1.08755221669423,0.276792834998595,0.0872062163162308,#BEBEBEB2
Efna5,297.6750002784,-0.117170424690922,0.112441555366957,-1.04205624253891,0.297385604110738,0.0877055256820481,#BEBEBEB2
Fkrp,902.263322245866,-0.0482663599275449,0.0871664009034335,-0.553726658750271,0.579765927798505,0.0952236071226918,#BEBEBEB2
Zfp689,66.2754948345827,0.100222375569603,0.220666380693159,0.454180538307572,0.649698889413896,0.0959745706361652,#BEBEBEB2
Tada3,858.829466720008,-0.00108125441387839,0.0721004854363204,-0.0149964928437737,0.988034978373963,0.0999244321639113,#BEBEBEB2
Atp13a5,56.994709751003,1.05424414627568,0.371776928837667,2.8356900724628,0.00457267965018018,0.0245959837233416,#FF0000B2
Prex2,941.606635035228,0.0203556719597502,0.0989614266020849,0.205692992296873,0.837030732852189,0.0981364862382501,#BEBEBEB2
Mrgpre,444.93479830624,-0.108260324984757,0.0924941725728501,-1.17045562950995,0.241817660056698,0.0852745637589309,#BEBEBEB2
Yjefn3,109.007625098712,0.756046555058212,0.210080189667433,3.59884745084756,0.000319630604349785,0.00736954756319383,#FF0000B2
C1galt1c1,432.330997032499,0.0218880799186407,0.0957759965421769,0.228534086920222,0.819231059628856,0.0979928483425244,#BEBEBEB2
Nrsn1,1057.01658502315,-0.138531356151873,0.0829130693264227,-1.67080241121559,0.0947607121308209,0.0713343773067642,#BEBEBEB2
Elfn1,909.048093704606,-0.127320373484312,0.078841526056817,-1.61488976497688,0.106334569106317,0.0727706414736599,#BEBEBEB2
Atxn7l2,177.655849655096,-0.235636288180081,0.154090615576909,-1.52920596298398,0.126213392816462,0.0747650324166371,#BEBEBEB2
Ndnf,209.166347927364,-0.00516805762513324,0.133753112216785,-0.0386387840961557,0.969178380130755,0.0998598219899836,#BEBEBEB2
Tmem121,219.003456316783,-0.143881049259459,0.142068827577961,-1.01275594169666,0.311176749925616,0.0882593579402119,#BEBEBEB2
Clec4a1,36.5910817753902,-0.384758851367813,0.357056815675547,-1.07758439126797,0.281219270979594,0.0872062163162308,#BEBEBEB2
Mterfd3,195.562846153434,-0.190319992269948,0.138318536361479,-1.37595435345389,0.168835765808372,0.0793134167673569,#BEBEBEB2
Rapgef4,4485.60870824642,-0.11687653786227,0.0666339971908325,-1.7540076055703,0.0794292039432044,0.0682793509140665,#BEBEBEB2
Armcx3,2188.37365314517,0.0232301127263603,0.0428698162397687,0.541875724319309,0.587904121067434,0.0952236071226918,#BEBEBEB2
Acap2,1373.8699611969,-0.00826962622021117,0.0677844710686132,-0.121998830850807,0.902899944200658,0.0993989580465799,#BEBEBEB2
Bmyc,22.2105643226222,0.0157884960034201,0.407242466549995,0.0387692770284355,0.969074339790378,0.0998598219899836,#BEBEBEB2
Zadh2,990.700898830845,-0.063470766198391,0.06333630300418,-1.00212300351983,0.31628418905928,0.0884343681189352,#BEBEBEB2
Sephs2,429.3853908372,-0.109165338825999,0.0881525510717583,-1.23836845898124,0.215579470251309,0.0838854835459002,#BEBEBEB2
Gpr137c,495.3846967217,-0.0676044712578311,0.131959384642401,-0.51231271986478,0.608432164424743,0.0953795327080464,#BEBEBEB2
Ankrd34a,74.9038742836072,-0.32218195706711,0.226589491455297,-1.42187510549522,0.155062511292664,0.0781858510454178,#BEBEBEB2
Pcdh10,894.33674029998,-0.0349383918520353,0.0908249062864554,-0.384678534562338,0.700475600617426,0.0965137225139865,#BEBEBEB2
Ccr2,93.5355671290294,-0.0995410257091779,0.291847451464907,-0.341072108766203,0.733049297632107,0.0970811535079763,#BEBEBEB2
Dcaf5,1699.0708184087,-0.0334510878083323,0.0523859365006759,-0.638550917342114,0.523115120220613,0.0942558674666408,#BEBEBEB2
Oxtr,379.15999807837,-0.465477105412399,0.139914119829662,-3.32687727285203,0.00087825044181406,0.0119801065533389,#00FF00B2
Agtr1a,216.946293568447,0.105661925784209,0.182981534886944,0.577445838179752,0.563638316642233,0.0949547125892948,#BEBEBEB2
Fam110b,639.81937613419,-0.118454457700842,0.0787496860383628,-1.50418958677672,0.13253255821622,0.0758002805418514,#BEBEBEB2
Frmd3,2135.14079107351,0.0507140401605322,0.0740893430461783,0.684498445733595,0.49366047049641,0.0936320173743086,#BEBEBEB2
Gm8186,38.6462091846506,0.230842690535878,0.26496186632268,0.871229863148494,0.383628657306937,0.0906497607396195,#BEBEBEB2
C5ar1,39.0240211556657,0.0141382415530418,0.339862226997372,0.0415999202910865,0.966817636786766,0.0998544443126033,#BEBEBEB2
Plcxd3,187.971694558952,-0.297732448631412,0.198446912837317,-1.50031282610825,0.133533388577183,0.0758989976028162,#BEBEBEB2
Zfp518a,308.24197048721,0.0630676997241035,0.117892617850229,0.53495885386331,0.592678309817769,0.0952328890673379,#BEBEBEB2
Frmpd4,1332.18642625698,-0.218278540218299,0.0814002182841479,-2.68154735723611,0.00732825412024251,0.0296898618830632,#00FF00B2
Purg,499.973883443689,0.00806573527514967,0.0857089877818644,0.0941060614982125,0.925024905373453,0.0994724126897204,#BEBEBEB2
Rgag4,294.884248931258,-0.209279969324335,0.121719299672651,-1.71936553929547,0.0855478329586581,0.0697607685193393,#BEBEBEB2
Pdp1,866.353218220653,0.0435129321844419,0.0722489076643151,0.602264222271883,0.546998272195407,0.0947989118401078,#BEBEBEB2
Gm9833,86.2422809163116,0.122917510845617,0.231131811032809,0.53180698189644,0.594859686611407,0.0952328890673379,#BEBEBEB2
Tigd2,242.850471477975,0.129776217430915,0.113086927731319,1.14757930058236,0.251142278952468,0.0858271214177045,#BEBEBEB2
Hcar1,36.8669394103277,0.512138457551802,0.470559934617501,1.08835967509239,0.276436355718892,0.0872062163162308,#BEBEBEB2
Lrp1b,232.322089252348,-0.0146296302403583,0.145494774870937,-0.100550897812899,0.919906976934432,0.0994724126897204,#BEBEBEB2
Kcnk3,462.447813702712,-0.115218938627068,0.092410757136806,-1.24681305723419,0.212466051670207,0.0834691044169731,#BEBEBEB2
Scn3b,1569.83595225506,-0.208015055507482,0.0772992069931963,-2.69103738057482,0.00712302131323625,0.0293439739690813,#00FF00B2
Mblac1,54.3041180912425,0.150516387649747,0.247074040360466,0.609195476101628,0.542394878554071,0.0947072959232306,#BEBEBEB2
Iba57,192.847479926145,-0.168349192048692,0.148004865629801,-1.13745714596828,0.255347229585794,0.0859879539912585,#BEBEBEB2
Lix1l,487.801065993679,0.0498229335151859,0.101374539120439,0.491473835022749,0.623091353583579,0.0955556083145394,#BEBEBEB2
Zfp219,1411.13898223055,0.0349634796926706,0.0679854833263445,0.514278607461516,0.607057216089433,0.095374490430184,#BEBEBEB2
Trappc1,862.512671855889,-0.000235052531630193,0.0795343640059077,-0.00295535815955897,0.997641968785409,0.0999432745036752,#BEBEBEB2
Prmt6,600.677178888858,0.178498610606314,0.0828632138354886,2.15413574183466,0.0312295283122159,0.0494381071121955,#FF0000B2
Syt12,299.046563546872,0.118797485636662,0.130878679161932,0.907691660684302,0.364041151135375,0.0903277512841823,#BEBEBEB2
Ccdc71,607.654205706226,-0.114557529003358,0.0893151495844018,-1.28262147615957,0.19962472235408,0.0820434610644829,#BEBEBEB2
Fut4,60.6218623241858,0.172659574625989,0.248228595553814,0.695566819128048,0.486700151861604,0.0936148369771006,#BEBEBEB2
Sorl1,4921.43023911027,-0.0844067648760257,0.0598534424982829,-1.41022406319314,0.158473532647982,0.0783276132914852,#BEBEBEB2
Zfp2,311.174760880362,-0.16596963793245,0.131194207481185,-1.26506833738259,0.20584683186845,0.0829129462259648,#BEBEBEB2
Smcr8,889.659970325098,0.0148611061856769,0.0828735812569177,0.179322601488715,0.857684401065115,0.098366969429495,#BEBEBEB2
Setd8,2617.4201067627,0.0314488790789402,0.0588027871392971,0.534819531673583,0.592774655693139,0.0952328890673379,#BEBEBEB2
Tenm2,303.056777943134,-0.0185647098922181,0.124171944610884,-0.149508086954699,0.881152728620489,0.0988276158217204,#BEBEBEB2
Fam134a,2584.42560103319,-0.0264348541565877,0.0530134127846673,-0.498644640441508,0.618029750816302,0.0955481334185828,#BEBEBEB2
Dcaf7,2576.7290003694,-0.104079601214519,0.0509737042231334,-2.04182926865426,0.0411684698822187,0.0550300472675362,#BEBEBEB2
Ogfr,654.361440422795,0.0489063709580657,0.0839211431266958,0.582765786259986,0.560050980045068,0.0948748625200411,#BEBEBEB2
Rarres1,1194.00986233254,-0.00507877615255997,0.073768463305737,-0.0688475254189685,0.945110987992656,0.0996339349067479,#BEBEBEB2
Prokr1,668.749805997614,-0.06876880610435,0.0939674391211941,-0.731836546228059,0.464268339683342,0.0930859013999839,#BEBEBEB2
Tmem241,169.814082113491,-0.00348149432408021,0.144746854076686,-0.0240522970000835,0.98081089378083,0.0999024929120249,#BEBEBEB2
Tmem200a,433.803648168549,-0.0732257908937942,0.0949939631143407,-0.770846783238794,0.440797753531784,0.092500123566924,#BEBEBEB2
Zfp260,1338.2276521096,-0.000242932471430653,0.0687852138489525,-0.00353175425119875,0.997182073668554,0.0999432745036752,#BEBEBEB2
Chchd10,1996.48605339333,-0.0782462462811344,0.0880218398708127,-0.888941271802252,0.374034643078305,0.0905141288454397,#BEBEBEB2
Cyp20a1,415.860808559252,0.120532338663484,0.105597985925385,1.14142649225006,0.253692485393592,0.085902987213248,#BEBEBEB2
Aff4,4191.988826662,-0.0385336682084262,0.0527474219404128,-0.730531783182816,0.465065192668686,0.0930889341591057,#BEBEBEB2
Ctu2,259.652553192597,0.0803717301050213,0.12477252621851,0.644146051545584,0.519480730278514,0.0941862194241066,#BEBEBEB2
Tmem67,104.835524071373,0.167035377170699,0.163781088421727,1.01986974674751,0.307790239265139,0.08806289933838,#BEBEBEB2
Fam58b,240.106045275128,-0.121261706622632,0.124648051145328,-0.972832751963786,0.330636431917528,0.0889098531651819,#BEBEBEB2
Pls1,517.342366085621,-0.108226587935972,0.0812203448074959,-1.3325058911346,0.182694006911069,0.0810555812785144,#BEBEBEB2
Dtx3l,346.955991972057,-0.221162270200977,0.126409444050226,-1.749570784546,0.0801924046648696,0.0684108565917756,#BEBEBEB2
Proser1,448.000311203072,-0.0896790821638208,0.0947264932752764,-0.946715950977012,0.343783540132229,0.0893804771312501,#BEBEBEB2
Htr1b,554.289055333598,-0.0895114109400986,0.079402819965656,-1.12730770744433,0.259612404812579,0.0862079808231798,#BEBEBEB2
Spty2d1,852.539141383867,-0.0555254604972786,0.0677941931081502,-0.819029742100483,0.412769444733441,0.0917791886281866,#BEBEBEB2
Rps23,1865.97689565646,0.269003258370698,0.092475822620541,2.90890365446661,0.00362698616146124,0.0221845103862321,#FF0000B2
Cdc42ep1,873.373023635662,0.193007484635504,0.0673915927849048,2.86396977218702,0.00418367933942591,0.0238269705805153,#FF0000B2
Tmem202,40.9776607184935,-0.0475390017763358,0.29269918733803,-0.162415899438198,0.870978351128037,0.0985882110744831,#BEBEBEB2
Clrn2,98.2837504870364,-0.369893206219929,0.193042080008457,-1.9161273345362,0.0553488897729104,0.0617269364906039,#BEBEBEB2
Sall2,865.019879607037,0.0172154525417259,0.0857342982831267,0.200800063527365,0.8408549132531,0.0982348887295935,#BEBEBEB2
Tceal1,467.930048957467,-0.0394245771856037,0.0848187030184296,-0.464809950902426,0.64206756106731,0.0958322696021534,#BEBEBEB2
Adamts16,55.240988355799,-0.147120788449694,0.262969855010176,-0.559458757902119,0.57584867030981,0.095101537987771,#BEBEBEB2
Clip1,1440.29968550302,-0.0180197538742721,0.065280336233232,-0.276036474596141,0.78252005146973,0.0976886067654761,#BEBEBEB2
Fzd9,41.6212068083937,0.565491263587545,0.305756907042952,1.84947993180774,0.0643885429564442,0.0641417576001652,#BEBEBEB2
Polr1a,713.580395106144,-0.0632839938085135,0.0918585261828522,-0.688928904460554,0.490868008875633,0.0936320173743086,#BEBEBEB2
Tmie,54.4335391309741,0.416099136356102,0.313139368448991,1.32879854237773,0.183914443223652,0.0810863025471419,#BEBEBEB2
Lingo1,2281.95896165485,-0.0750094362533995,0.0702767232735924,-1.06734396197418,0.28581654323855,0.0873844450823116,#BEBEBEB2
Ap5b1,276.779204482287,-0.0511798043318948,0.122051146089796,-0.419330796732058,0.674974392316998,0.0963459424668032,#BEBEBEB2
Zfpm1,279.08907083779,-0.201001678069956,0.130817868890379,-1.53650017214688,0.124415755602007,0.0745611842424156,#BEBEBEB2
Tsku,41.08525764485,-0.113238965446406,0.336749125238747,-0.336271001048992,0.736666515739299,0.0970850081867986,#BEBEBEB2
Grm5,34.6470059152877,-0.40640093160443,0.342061903842237,-1.18809176654722,0.234797257780429,0.0850101312769552,#BEBEBEB2
Zbtb45,441.438526596975,0.0980639213785245,0.108419386189548,0.904486963310054,0.365737244037391,0.0904283201287238,#BEBEBEB2
Zfp644,984.774970393664,0.0278376083655363,0.0697759861511037,0.398956860391086,0.689924991294351,0.0964047437258928,#BEBEBEB2
Omg,646.085406567652,-0.0109145674423789,0.101364233318454,-0.107676712831131,0.914252142561801,0.0994097167573163,#BEBEBEB2
Slc17a5,756.026677305359,-0.250590879420829,0.0842491490611263,-2.97440249798861,0.00293559732668662,0.0194895286625515,#00FF00B2
Tifab,108.588449093177,-0.234385640503352,0.203532283869709,-1.15158949748431,0.249489799166282,0.0857527453494109,#BEBEBEB2
C1ql3,90.2802943281068,-0.22145267507883,0.234296040828986,-0.945183172089833,0.344565369083067,0.0894255982396958,#BEBEBEB2
2310022A10Rik,322.767095436564,-0.128262050510341,0.101430528973516,-1.2645310224482,0.206039493208347,0.0829147716169443,#BEBEBEB2
Gpr3,120.104394146979,0.106651822906509,0.159845602494693,0.667217747889245,0.504633056184427,0.0937628652369981,#BEBEBEB2
Zbtb5,244.479519952592,-0.095216663194412,0.12990006240536,-0.732999364521346,0.463558816982794,0.0930859013999839,#BEBEBEB2
Bdp1,821.373184852104,0.0296600408111997,0.0862821316514339,0.343756467805195,0.731029440887908,0.0970253279697142,#BEBEBEB2
Aftph,1532.65788789235,0.0516528368666784,0.0585945981172905,0.881528989469019,0.378031570545954,0.0905141288454397,#BEBEBEB2
Morn4,959.277896625279,0.0620174119407584,0.0771906383621862,0.80343177950889,0.421725212879703,0.0919321855696757,#BEBEBEB2
Zbtb14,480.085742174999,-0.00276381115267193,0.0801791491205171,-0.0344704475289162,0.97250200779344,0.0999024929120249,#BEBEBEB2
Catsperg1,21.2205579124943,-1.24836821321931,0.441775034236705,-2.82580072768537,0.00471625940113913,0.0247863706394426,#00FF00B2
Urgcp,1305.98916807732,0.00306115479751272,0.0676580660895913,0.0452444915209254,0.963912431434407,0.0998544443126033,#BEBEBEB2
Orai1,290.694801838047,0.0343636813965039,0.115296907616004,0.298045126335496,0.765668721995859,0.0975947983071838,#BEBEBEB2
Fam109b,27.7832489057258,-0.0284560095074201,0.318708778524655,-0.0892853018958145,0.928855174802236,0.0994850289215016,#BEBEBEB2
Nckap5,22.9810433121846,0.243921143335403,0.384931093053011,0.633674825800085,0.526293057240221,0.0943960123497259,#BEBEBEB2
Lig4,278.743764101917,-0.134259518339356,0.113335760275338,-1.18461744124878,0.236168737892771,0.0850856861339717,#BEBEBEB2
Gal3st1,789.37984311032,0.0835546801049956,0.0966270786552978,0.864712886571517,0.387196394696157,0.0908265911089854,#BEBEBEB2
Zfp668,272.522237938929,-0.0168104585753485,0.129586666419933,-0.129723674817541,0.896785051041996,0.0992160471611297,#BEBEBEB2
Zfp646,541.962106615641,0.0358052128868401,0.0894305596238293,0.400368878797663,0.688884842735824,0.0964047437258928,#BEBEBEB2
Arhgap15,169.633575450893,-0.100047146837269,0.151038950278887,-0.662393022809922,0.50771937407967,0.0938039419378866,#BEBEBEB2
Rpl36al,786.915087837497,0.0917676410193587,0.0724233068460966,1.26710095155376,0.205119195375739,0.0828137765976232,#BEBEBEB2
Zfp672,396.474501769212,-0.0274299914334068,0.0895601680261466,-0.306274452560192,0.759395689074544,0.0975787631472313,#BEBEBEB2
2410015M20Rik,509.89123004663,0.17518684272599,0.110639112561934,1.58340788053522,0.113328527967467,0.0732138970188847,#BEBEBEB2
Zfp280b,377.698858512357,0.162390578099936,0.0934853489128347,1.73706981883705,0.0823748478708995,0.0691889608739177,#BEBEBEB2
Tmsb4x,13854.9405730994,0.0386253122345759,0.0469662852875991,0.822405093314343,0.410846381526844,0.0917560286377282,#BEBEBEB2
Fzd4,148.489250943628,0.0194700332059147,0.165296348687118,0.117788646637129,0.90623512559189,0.0994097167573163,#BEBEBEB2
Bag5,1061.87898183472,0.0606249590280299,0.0627236428288644,0.966540785799695,0.333773648416763,0.0890551044642491,#BEBEBEB2
Lrrc19,36.7929687992265,0.262859404945285,0.304939009576841,0.862006488805912,0.388683947129875,0.0909218953399045,#BEBEBEB2
Sertad2,1045.27492655503,-0.114093018930381,0.059831416115801,-1.90690821540241,0.0565324741453119,0.0619854953782188,#BEBEBEB2
Armcx4,600.911435735657,-0.102620415159608,0.0947511617323199,-1.08305178832023,0.2787854366863,0.0872062163162308,#BEBEBEB2
Arhgap23,1418.30826469649,0.0224685043564028,0.0691979445595793,0.3246990138133,0.745408881116398,0.0972671835286072,#BEBEBEB2
Fam161a,97.271502500539,0.0921032729928835,0.177298076370498,0.519482641201454,0.603424214921925,0.0953644716164735,#BEBEBEB2
Zbtb12,67.8069220560927,0.458207372689498,0.252054012451983,1.81789358650574,0.069080398758555,0.0657897601767851,#BEBEBEB2
Suox,353.967314088874,-0.127342594489644,0.108969468899109,-1.16860801264935,0.242561598477451,0.0852745637589309,#BEBEBEB2
Arl4c,1532.98847993588,-0.0785703207752959,0.0488603905694863,-1.60805756686611,0.107822571460773,0.0728413827519732,#BEBEBEB2
Nlrc3,41.1055771347219,-0.51356376046574,0.298284017256641,-1.72172738314663,0.0851189144577946,0.0697548177459447,#BEBEBEB2
Fam26e,235.76761296703,0.137582575518358,0.147284132899466,0.934130328976239,0.350236668907298,0.0897428639420867,#BEBEBEB2
Rlf,577.973351201362,-0.0727740633920593,0.0735663364023346,-0.989230495237083,0.322550381364561,0.0885031337893543,#BEBEBEB2
2810025M15Rik,168.042410871334,0.0632924343717628,0.144519167554605,0.437951833260099,0.661421200153694,0.0960777975429027,#BEBEBEB2
Vcpkmt,263.291597203658,-0.108497444737666,0.108201670156411,-1.0027335491294,0.315989438209595,0.0884343681189352,#BEBEBEB2
Rasd1,70.5000985684798,-0.402683165164728,0.221042694090491,-1.82174383469954,0.0684938634334289,0.0655999971299221,#BEBEBEB2
Tmem17,114.689782659291,0.107522649528828,0.174253386733883,0.617047688680134,0.537203271176577,0.0945336773878781,#BEBEBEB2
Rasl11b,250.803353959936,0.0481395356687839,0.121493824091595,0.396230310706914,0.691935132587791,0.0964047437258928,#BEBEBEB2
Slc35c1,622.139054906723,0.065928778912197,0.0954405670772197,0.690783604196891,0.489701540662684,0.0936320173743086,#BEBEBEB2
Lpar4,45.6798331801918,-0.0138026195854064,0.288921931739246,-0.0477728343511955,0.961897286875855,0.0998257927133029,#BEBEBEB2
